time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.Altitude,.Easting,.Northing,.Zone_nos,.Zone_let
2022/02/08/11:52:24.514375,158,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:25.508939,159,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:26.509502,160,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:27.509837,161,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:28.524328,162,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:29.490690,163,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:30.516693,164,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:31.514663,165,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:32.513598,166,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:33.528189,167,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:34.491808,168,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:35.514884,169,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:36.513986,170,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:37.496450,171,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:38.510638,172,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:39.497074,173,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:40.514771,174,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:41.495717,175,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:42.496824,176,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:43.511019,177,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:44.495430,178,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:45.495814,179,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:46.496649,180,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:47.496491,181,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:48.510843,182,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:49.496203,183,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:50.496835,184,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:51.492000,185,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:52.491492,186,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:53.505686,187,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:54.493302,188,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:55.490838,189,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:56.489959,190,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:57.489511,191,0,0,,42.34067833333334,-71.09821333333333,6.9,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:58.504425,192,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:52:59.497311,193,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:00.496157,194,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:01.489691,195,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:02.490984,196,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:03.505455,197,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:04.497996,198,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:05.492200,199,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:06.515812,200,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:07.509060,201,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:08.524080,202,0,0,,42.34067833333334,-71.09821333333333,7.0,327157.2628314501,4689734.599481827,19.0,T
2022/02/08/11:53:09.490116,203,0,0,,42.34067833333334,-71.098215,7.0,327157.12553207553,4689734.602869902,19.0,T
2022/02/08/11:53:10.510237,204,0,0,,42.34067833333334,-71.098215,7.0,327157.12553207553,4689734.602869902,19.0,T
2022/02/08/11:53:11.509825,205,0,0,,42.34067833333334,-71.098215,7.0,327157.12553207553,4689734.602869902,19.0,T
2022/02/08/11:53:12.489719,206,0,0,,42.34067833333334,-71.098215,7.0,327157.12553207553,4689734.602869902,19.0,T
